,location,total_sqft,bath,price,bhk,encoded_loc
2349,others,1326.0,2,62.17,2,230
2350,Begur Road,1240.0,2,39.06,2,39
2351,Kaggadasapura,1325.0,2,50.0,2,118
2352,Sonnenahalli,1100.0,2,44.0,2,204
2353,Gollarapalya Hosahalli,1605.0,3,50.0,3,81
2354,Somasundara Palya,1260.0,2,60.0,2,202
2355,Hoodi,1553.0,3,83.09,3,97
2356,Whitefield,1280.0,2,52.0,2,224
2357,Hebbal,1550.0,2,75.0,3,92
2358,Murugeshpalya,1550.0,3,74.0,3,165
2359,Electronics City Phase 1,1515.0,2,80.91,3,76
2360,Hosa Road,1332.0,2,86.12,3,101
2361,Electronic City,1652.0,3,70.0,3,74
2362,Hegde Nagar,1570.0,3,105.0,3,94
2363,Sector 2 HSR Layout,794.0,1,60.0,1,196
2364,Seegehalli,1200.0,2,62.0,3,198
2365,Sarjapur  Road,1750.0,3,110.0,3,194
2366,Hebbal,1053.0,2,48.0,2,92
2367,Kadubeesanahalli,1665.0,3,70.0,3,116
2368,Bommasandra,1447.0,3,80.0,3,48
2369,Balagere,1012.0,2,75.0,2,25
2370,Malleshpalya,1900.0,3,60.0,3,159
2371,others,1308.0,2,92.66,2,230
2372,Hormavu,1351.0,2,53.0,1,100
2373,Gunjur,1140.0,2,49.11,2,85
2374,Jakkur,4305.905,4,260.5,4,110
2375,Uttarahalli,1250.0,2,55.0,3,216
2376,Kanakapura,1290.0,3,45.15,3,126
2377,Garudachar Palya,1320.0,2,60.6,3,79
2378,Akshaya Nagar,1662.0,3,85.5,3,11
2379,Battarahalli,1777.0,3,100.0,3,37
2380,Kadugodi,1900.0,3,108.0,3,117
2381,Anandapura,1576.0,3,59.1,3,15
2382,Sompura,1020.0,2,41.0,2,203
2383,others,2100.0,3,170.0,3,230
2384,Raja Rajeshwari Nagar,648.0,1,31.75,1,184
2385,Neeladri Nagar,1167.0,2,38.0,3,173
2386,Hoodi,1220.0,2,50.89,2,97
2387,Vittasandra,1259.0,2,67.4,2,223
2388,Gottigere,2000.0,4,82.0,4,82
2389,8th Phase JP Nagar,1800.0,3,80.0,3,7
2390,others,1991.0,3,160.0,3,230
2391,Bannerghatta,1665.0,3,110.0,3,33
2392,others,1234.0,2,61.0,2,230
2393,Mysore Road,1340.0,2,64.31,3,166
2394,Banashankari,1170.0,2,46.79,2,26
2395,Electronics City Phase 1,995.0,2,46.0,2,76
2396,Old Airport Road,1075.0,2,60.0,2,176
2397,Electronic City,1025.0,2,54.5,2,74
2398,Rachenahalli,2721.0,3,113.0,3,183
2399,Thanisandra,2000.0,3,99.0,3,209
2400,Whitefield,2500.0,4,155.0,4,224
2401,Mallasandra,1325.0,2,70.0,2,158
2402,Kadugodi,1314.0,2,68.2,2,117
2403,Kanakpura Road,2265.0,3,136.0,3,127
2404,Yelahanka,1026.0,2,41.0,2,226
2405,others,1200.0,3,66.0,3,230
2406,others,2220.0,4,65.0,3,230
2407,KR Puram,1727.5,2,51.22,2,115
2408,Sarjapur  Road,1888.0,4,95.0,3,194
2409,JP Nagar,1300.0,2,90.87,2,109
2410,Rajaji Nagar,1216.0,2,97.16,2,185
2411,Begur,1559.0,3,63.0,3,38
2412,Harlur,1290.0,2,87.0,2,91
2413,Whitefield,905.0,1,55.0,1,224
2414,others,1069.0,2,55.0,2,230
2415,Sarjapur  Road,1300.0,3,60.0,3,194
2416,Channasandra,1115.0,2,33.45,2,56
2417,Ambedkar Nagar,2150.0,4,125.0,3,13
2418,Marathahalli,1305.0,2,69.0,3,161
2419,Kanakpura Road,1252.0,2,56.32,2,127
2420,Whitefield,1200.0,2,46.13,2,224
2421,others,1375.0,2,105.0,2,230
2422,Subramanyapura,1313.0,2,66.5,2,205
2423,Attibele,3640.0,4,275.0,4,21
2424,others,1693.0,3,108.0,3,230
2425,others,1160.0,2,41.75,2,230
2426,Subramanyapura,1255.0,2,79.0,3,205
2427,others,900.0,2,45.0,2,230
2428,Yelahanka New Town,1700.0,3,90.0,3,227
2429,Uttarahalli,1700.0,3,88.0,3,216
2430,Harlur,1749.0,3,115.0,3,91
2431,Dasanapura,1500.0,3,65.0,2,63
2432,others,1175.0,2,48.0,2,230
2433,Akshaya Nagar,1280.0,2,60.0,2,11
2434,others,1200.0,2,50.0,2,230
2435,Ramagondanahalli,1610.0,2,115.0,3,187
2436,Electronic City,1070.0,2,46.0,2,74
2437,TC Palaya,1200.0,2,66.0,2,207
2438,9th Phase JP Nagar,1127.0,2,50.0,2,8
2439,others,600.0,2,23.0,2,230
2440,others,1364.0,2,70.0,2,230
2441,Whitefield,2268.0,3,146.0,4,224
2442,others,1150.0,2,77.5,3,230
2443,others,1146.0,2,39.5,2,230
2444,Magadi Road,1345.0,2,55.0,2,155
2445,others,1110.0,2,41.0,2,230
2446,Kengeri,750.0,2,36.0,2,135
2447,others,1156.0,2,49.5,2,230
2448,others,1247.0,2,59.8,2,230
2449,others,1058.0,2,60.0,2,230
2450,Kaggalipura,950.0,2,48.0,2,119
2451,Vijayanagar,1520.0,2,103.0,3,220
2452,others,900.0,1,30.0,1,230
2453,Hennur Road,2350.0,3,174.0,3,96
2454,Thanisandra,1050.0,2,46.0,2,209
2455,Laggere,2800.0,5,125.0,5,152
2456,others,1500.0,2,65.0,3,230
2457,others,1400.0,2,65.0,2,230
2458,8th Phase JP Nagar,2700.0,4,130.0,4,7
2459,Bommasandra,920.0,2,37.46,2,48
2460,Sarjapur  Road,1200.0,3,70.0,3,194
2461,Haralur Road,1464.0,2,56.0,2,90
2462,Electronics City Phase 1,1555.0,2,82.0,3,76
2463,Whitefield,1150.0,2,55.0,2,224
2464,Kadubeesanahalli,970.0,2,35.0,2,116
2465,Banashankari,2500.0,4,95.0,4,26
2466,others,1166.0,2,53.0,2,230
2467,Electronic City,1350.0,3,58.0,3,74
2468,others,900.0,2,46.0,2,230
2469,others,1190.0,3,55.0,3,230
2470,Kodichikkanahalli,1495.0,2,75.0,3,138
2471,Banashankari Stage III,1350.0,2,68.0,3,28
2472,Green Glen Layout,940.0,2,56.8,2,83
2473,Raja Rajeshwari Nagar,1100.0,2,55.0,2,184
2474,Kaikondrahalli,1300.0,2,61.0,2,120
2475,Hoodi,1105.0,2,46.37,2,97
2476,Sarjapur  Road,2600.0,3,200.0,3,194
2477,Yelahanka,1517.0,3,76.3,3,226
2478,Jalahalli,1615.0,3,89.75,3,111
2479,others,1500.0,3,65.0,3,230
2480,Mysore Road,1082.0,3,50.5,3,166
2481,Marathahalli,1365.0,2,73.0,2,161
2482,CV Raman Nagar,1392.0,2,98.0,2,53
2483,Kodigehalli,1086.0,2,33.66,2,140
2484,Hennur Road,1586.0,3,93.94,3,96
2485,Hennur,1100.0,2,60.0,2,95
2486,Electronic City Phase II,1065.0,2,30.75,2,75
2487,TC Palaya,1500.0,2,120.0,3,207
2488,7th Phase JP Nagar,1575.0,2,120.0,3,6
2489,Hennur Road,1975.0,3,123.0,3,96
2490,others,820.0,2,24.0,2,230
2491,Gubbalala,1745.0,3,110.0,3,84
2492,Nagarbhavi,1223.0,2,60.0,2,169
2493,Ananth Nagar,1200.0,2,65.0,3,16
2494,Basaveshwara Nagar,1200.0,2,90.0,2,36
2495,Binny Pete,665.0,1,46.08,1,45
2496,Bharathi Nagar,1351.0,2,70.0,2,42
2497,Sector 7 HSR Layout,3900.0,3,300.0,3,197
2498,Thanisandra,1588.0,3,75.55,3,209
2499,Amruthahalli,900.0,2,60.0,2,14
2500,Harlur,3385.0,4,260.0,4,91
2501,Panathur,1370.0,2,75.0,3,180
2502,Whitefield,1500.0,3,71.8,3,224
2503,Hoodi,1247.0,2,53.0,2,97
2504,Balagere,1020.07,2,68.38,2,25
2505,others,1033.0,2,32.0,3,230
2506,others,1460.0,2,73.0,3,230
2507,Garudachar Palya,1150.0,2,52.8,2,79
2508,Sarjapur  Road,5965.0,5,385.0,5,194
2509,Babusapalaya,1141.0,2,46.0,2,24
2510,Doddaballapur,4200.0,4,325.0,4,68
2511,Hosa Road,1665.0,2,125.0,3,101
2512,Kanakapura,1295.0,2,64.0,2,126
2513,Haralur Road,1230.0,2,78.0,2,90
2514,others,1080.0,2,75.0,3,230
2515,Kaggalipura,1000.0,2,60.0,2,119
2516,Whitefield,937.0,1,32.79,1,224
2517,Rayasandra,1708.0,3,75.0,3,189
2518,Thanisandra,1697.0,3,115.0,3,209
2519,Whitefield,3537.0,5,210.0,4,224
2520,Hosa Road,615.0,1,28.29,1,101
2521,Banashankari,1350.0,2,83.0,3,26
2522,Kanakpura Road,2245.0,2,66.4,3,127
2523,Jalahalli,1083.0,2,32.49,2,111
2524,Gottigere,1460.0,2,65.0,3,82
2525,Babusapalaya,1084.0,2,58.0,2,24
2526,Bommasandra,1035.0,2,41.43,2,48
2527,others,2400.0,2,150.0,3,230
2528,Hosur Road,460.0,1,21.0,1,104
2529,Whitefield,1285.0,2,55.9,2,224
2530,Sarjapur,1200.0,3,78.0,3,193
2531,others,1070.0,2,35.0,2,230
2532,Hegde Nagar,1801.0,3,140.0,3,94
2533,Whitefield,1697.0,3,115.0,3,224
2534,AECS Layout,1199.0,2,65.0,2,9
2535,Marathahalli,3800.0,4,205.0,4,161
2536,others,1125.0,2,75.0,2,230
2537,Anandapura,1200.0,2,67.0,2,15
2538,Subramanyapura,1050.0,2,41.0,2,205
2539,Nagarbhavi,956.0,2,49.0,2,169
2540,Sarjapur,1000.0,2,30.0,2,193
2541,others,1596.0,3,95.0,3,230
2542,Kanakpura Road,1296.0,2,89.06,2,127
2543,others,1639.0,3,123.0,3,230
2544,Electronic City Phase II,1219.0,2,61.25,2,75
2545,Uttarahalli,1200.0,3,50.0,3,216
2546,Bannerghatta Road,1218.0,2,73.0,2,34
2547,others,920.0,2,37.0,2,230
2548,Yeshwanthpur,2559.0,3,141.0,3,229
2549,others,525.0,1,26.0,1,230
2550,Bannerghatta Road,1427.0,2,48.51,3,34
2551,Kothannur,1270.0,3,45.0,3,145
2552,Ramagondanahalli,920.0,2,65.0,2,187
2553,Ramamurthy Nagar,1355.0,2,40.0,3,188
2554,Lingadheeranahalli,1530.0,2,90.0,3,154
2555,others,1372.0,2,90.0,3,230
2556,Nehru Nagar,2363.0,5,120.0,4,174
2557,Marathahalli,3895.0,4,220.0,4,161
2558,Jakkur,1950.0,3,131.0,3,110
2559,others,885.0,2,40.0,2,230
2560,Yelahanka,600.0,2,27.0,2,226
2561,Kanakpura Road,1339.0,2,62.0,2,127
2562,Whitefield,1130.0,2,36.0,2,224
2563,Uttarahalli,1085.0,2,43.0,2,216
2564,Yeshwanthpur,1430.0,3,72.0,3,229
2565,others,1490.0,2,59.6,3,230
2566,others,1650.0,4,99.0,4,230
2567,Bellandur,1286.0,2,57.0,2,40
2568,others,925.0,2,63.0,2,230
2569,Bellandur,3016.0,4,230.0,4,40
2570,Haralur Road,1000.0,2,44.0,2,90
2571,Whitefield,1215.0,2,39.0,2,224
2572,others,1200.0,3,95.0,4,230
2573,Lakshminarayana Pura,1336.0,2,100.0,2,153
2574,Yeshwanthpur,673.0,1,36.85,1,229
2575,Anandapura,1200.0,2,58.0,2,15
2576,others,1200.0,2,79.0,2,230
2577,Devanahalli,2400.0,5,100.0,5,65
2578,Sector 2 HSR Layout,1143.0,2,65.0,2,196
2579,Kanakpura Road,1470.0,2,61.74,2,127
2580,Marathahalli,1785.0,3,94.0,3,161
2581,Kothanur,1460.0,3,71.0,3,146
2582,Kasturi Nagar,1500.0,2,80.0,3,131
2583,Sanjay nagar,3300.0,3,250.0,5,191
2584,Chikkalasandra,1230.0,2,48.0,2,59
2585,Yelahanka New Town,650.0,1,20.0,1,227
2586,Benson Town,1480.0,2,120.0,2,41
2587,Thanisandra,1220.0,2,43.92,2,209
2588,others,1570.0,3,115.0,3,230
2589,Mallasandra,1665.0,3,86.91,3,158
2590,Ramamurthy Nagar,1100.0,2,68.0,2,188
2591,Kathriguppe,1350.0,2,87.01,3,132
2592,Kasavanhalli,1719.0,3,116.0,3,130
2593,Budigere,664.0,1,35.0,1,52
2594,Sonnenahalli,1011.0,2,50.53,2,204
2595,others,1680.0,3,85.0,3,230
2596,Yeshwanthpur,1069.0,2,49.475,2,229
2597,Uttarahalli,1350.0,2,53.0,3,216
2598,others,875.0,2,33.0,2,230
2599,Hennur,1231.0,2,48.0,2,95
2600,Somasundara Palya,1174.0,2,74.0,2,202
2601,Munnekollal,1560.0,3,75.0,3,164
2602,others,1464.0,2,56.0,2,230
2603,Kanakpura Road,2200.0,3,130.0,3,127
2604,Shivaji Nagar,850.0,2,55.0,2,200
2605,1st Phase JP Nagar,2024.0,3,157.0,3,1
2606,Devanahalli,1080.0,2,44.0,2,65
2607,Electronic City,1020.0,2,29.46,2,74
2608,Begur Road,1500.0,2,55.0,3,39
2609,Kodichikkanahalli,3250.0,4,180.0,4,138
2610,Channasandra,1030.0,2,34.5,2,56
2611,Hebbal,1440.0,2,115.0,2,92
2612,Hoodi,1500.0,2,84.0,2,97
2613,Thanisandra,1380.0,1,62.1,1,209
2614,others,1200.0,2,50.0,2,230
2615,others,705.0,1,36.5,1,230
2616,Hegde Nagar,1584.01,3,103.0,3,94
2617,others,1340.0,3,77.0,3,230
2618,others,1800.0,3,70.0,3,230
2619,R.T. Nagar,1200.0,2,45.0,2,182
2620,Sarjapur  Road,685.0,1,40.0,1,194
2621,others,925.0,2,42.0,2,230
2622,others,1230.0,2,57.0,2,230
2623,Kodichikkanahalli,1125.0,2,52.0,2,138
2624,Hebbal,1100.0,2,54.0,2,92
2625,Jigani,2400.0,3,149.0,3,113
2626,Electronic City Phase II,1400.0,2,41.58,3,75
2627,Jakkur,1858.0,3,98.3,3,110
2628,Ambedkar Nagar,3530.0,4,290.0,4,13
2629,HSR Layout,1185.0,2,60.0,2,89
2630,Hennur,1255.0,2,58.0,2,95
2631,Kudlu Gate,1335.0,3,89.0,3,148
2632,Dodda Nekkundi,1999.0,3,132.0,3,67
2633,Kundalahalli,1397.0,3,110.0,3,150
2634,Chikka Tirupathi,1616.0,3,95.0,3,57
2635,Raja Rajeshwari Nagar,1140.0,2,38.55,2,184
2636,Varthur,1200.0,2,98.0,3,217
2637,Balagere,1205.47,2,81.0,2,25
2638,Electronic City,1700.0,3,75.0,3,74
2639,Kanakpura Road,1090.0,2,54.54,2,127
2640,Yeshwanthpur,3600.0,5,220.0,4,229
2641,Thanisandra,923.0,1,60.84,1,209
2642,Green Glen Layout,1050.0,2,48.0,2,83
2643,Hennur Road,2405.0,2,93.865,3,96
2644,others,1485.0,3,85.0,3,230
2645,Dommasandra,1033.0,2,31.5,3,72
2646,Electronic City,1400.0,2,48.0,3,74
2647,Sarjapur  Road,944.0,2,35.0,2,194
2648,Whitefield,1216.0,2,66.48,2,224
2649,others,1100.0,2,39.5,2,230
2650,Thanisandra,1743.0,3,93.25,3,209
2651,Yelahanka,1274.0,2,48.42,2,226
2652,Mysore Road,1512.0,2,110.0,3,166
2653,Cox Town,1650.0,3,100.0,3,62
2654,Doddathoguru,1875.0,3,55.0,3,70
2655,Whitefield,1350.0,3,54.0,3,224
2656,others,1219.0,2,40.0,2,230
2657,Sarjapura - Attibele Road,2400.0,3,85.0,3,195
2658,Hormavu,1141.0,2,44.4,2,100
2659,Anandapura,1151.0,2,43.1,2,15
2660,Sarjapur  Road,915.0,2,38.0,2,194
2661,Bannerghatta Road,1115.0,2,65.12,2,34
2662,Thigalarapalya,2072.0,4,139.0,3,210
2663,Kaggadasapura,1200.0,2,53.0,2,118
2664,Singasandra,1300.0,2,65.0,2,201
2665,Bellandur,1457.0,2,85.0,2,40
2666,Kannamangala,1262.0,2,55.0,2,128
2667,Attibele,420.0,1,17.0,1,21
2668,Kanakapura,1160.0,2,46.39,2,126
2669,Kasavanhalli,1115.0,2,50.0,2,130
2670,JP Nagar,1315.0,2,85.4,3,109
2671,Babusapalaya,1500.0,2,57.0,2,24
2672,HSR Layout,1127.0,2,68.0,2,89
2673,Kundalahalli,1397.0,3,104.0,3,150
2674,Whitefield,1173.0,2,60.0,2,224
2675,Jakkur,1230.0,2,76.0,2,110
2676,others,3200.0,3,190.0,4,230
2677,Sarjapur  Road,858.0,2,31.57,2,194
2678,Talaghattapura,1868.0,3,121.0,3,208
2679,Uttarahalli,1689.28,3,91.2,3,216
2680,Banashankari,1425.0,3,49.88,3,26
2681,Tindlu,1350.0,2,100.0,2,213
2682,Uttarahalli,1310.0,2,85.0,3,216
2683,Haralur Road,4587.5,2,175.0,4,90
2684,others,970.0,2,40.0,2,230
2685,Kundalahalli,1397.0,3,108.0,3,150
2686,Sarjapur,1157.0,2,40.0,2,193
2687,Kasavanhalli,1125.0,2,61.2,2,130
2688,Sonnenahalli,1157.0,2,42.0,2,204
2689,Sarjapur  Road,1241.0,2,82.0,2,194
2690,Marathahalli,4000.0,4,220.0,4,161
2691,Rajiv Nagar,2340.0,4,148.0,4,186
2692,others,596.0,1,42.0,1,230
2693,Brookefield,1139.0,2,80.0,2,51
2694,Thigalarapalya,3122.0,5,225.0,4,210
2695,Yeshwanthpur,1168.0,2,64.08,2,229
2696,Chandapura,877.0,2,42.0,2,55
2697,Electronics City Phase 1,1340.0,2,75.0,2,76
2698,others,1405.0,2,70.0,3,230
2699,others,1800.0,3,65.0,3,230
2700,others,1360.0,2,65.0,3,230
2701,others,985.0,2,63.0,2,230
2702,others,1490.0,2,88.0,3,230
2703,others,620.0,1,25.0,2,230
2704,Hormavu,1130.0,2,42.3,2,100
2705,Yelachenahalli,1080.0,2,55.0,2,225
2706,Singasandra,3126.0,4,120.0,4,201
2707,Begur Road,1410.0,2,52.17,3,39
2708,Bommanahalli,1375.0,3,59.0,3,47
2709,Hennur Road,1290.0,2,94.5,3,96
2710,Hosa Road,1318.0,2,85.28,3,101
2711,Electronic City,1128.0,2,68.0,2,74
2712,others,4428.0,4,255.0,4,230
2713,Kanakpura Road,1051.0,2,56.74,2,127
2714,Kannamangala,2400.0,4,130.0,4,128
2715,Yelahanka,1327.0,2,85.0,2,226
2716,others,1301.0,2,55.0,2,230
2717,others,650.0,1,30.0,1,230
2718,Varthur,1200.0,3,67.75,3,217
2719,others,1500.0,2,89.99,3,230
2720,Sarjapur  Road,984.0,2,45.91,2,194
2721,others,910.0,1,42.0,1,230
2722,others,1250.0,3,39.0,3,230
2723,Hosakerehalli,1304.0,2,100.0,2,102
2724,Begur Road,1615.0,3,58.0,3,39
2725,Sarjapur  Road,1400.0,2,68.0,2,194
2726,CV Raman Nagar,1070.0,2,47.5,2,53
2727,Hoodi,1132.0,2,89.37,2,97
2728,others,2000.0,3,85.0,3,230
2729,Sector 2 HSR Layout,794.0,1,65.0,1,196
2730,Raja Rajeshwari Nagar,1090.0,2,43.59,2,184
2731,Gottigere,1500.0,3,70.0,3,82
2732,Whitefield,1269.0,2,75.0,2,224
2733,Kanakpura Road,1070.0,2,37.45,2,127
2734,Marathahalli,1208.0,2,70.0,2,161
2735,Ramamurthy Nagar,1185.0,2,45.5,2,188
2736,Anekal,888.0,2,34.0,2,17
2737,others,532.0,1,22.49,1,230
2738,others,1060.0,3,62.0,3,230
2739,Electronic City,700.0,1,35.0,1,74
2740,others,902.0,2,42.0,2,230
2741,Doddathoguru,984.0,2,51.0,2,70
2742,Hebbal,2700.0,2,100.0,4,92
2743,Jalahalli East,1475.0,3,96.0,3,112
2744,Haralur Road,1300.0,2,79.0,2,90
2745,Babusapalaya,1453.0,2,43.59,3,24
2746,Akshaya Nagar,1666.0,3,95.0,3,11
2747,Murugeshpalya,1845.0,3,91.0,3,165
2748,Sarjapura - Attibele Road,1676.0,3,52.0,3,195
2749,Uttarahalli,1137.0,2,63.0,2,216
2750,Electronic City,1360.0,2,70.5,3,74
2751,others,1374.0,2,70.0,3,230
2752,Whitefield,3227.0,5,250.0,5,224
2753,others,2145.0,4,125.0,4,230
2754,Kasavanhalli,2170.0,3,151.0,3,130
2755,others,1080.0,2,55.0,2,230
2756,Electronic City Phase II,1790.0,3,100.0,3,75
2757,Doddathoguru,550.0,1,17.0,1,70
2758,Somasundara Palya,1033.0,2,48.0,2,202
2759,others,1000.0,2,80.0,2,230
2760,others,1240.0,2,52.6,2,230
2761,others,1500.0,2,97.0,3,230
2762,Marathahalli,1730.0,3,139.0,3,161
2763,Kasavanhalli,1915.0,3,80.0,3,130
2764,Whitefield,1545.0,3,79.0,3,224
2765,others,1865.0,4,140.0,3,230
2766,Hebbal Kempapura,1150.0,2,40.0,2,93
2767,others,1200.0,2,49.0,2,230
2768,Kengeri,963.0,2,40.0,2,135
2769,Kaikondrahalli,1700.0,4,108.0,4,120
2770,Lingadheeranahalli,1682.0,3,120.0,3,154
2771,Yelahanka,1371.0,2,65.0,3,226
2772,Hennur Road,901.0,2,49.5,2,96
2773,Ambalipura,1730.0,3,120.0,3,12
2774,EPIP Zone,1500.0,3,102.0,3,73
2775,others,3500.0,4,245.0,4,230
2776,others,1203.0,2,59.86,2,230
2777,Horamavu Banaswadi,1357.0,2,54.0,2,99
2778,others,1600.0,3,76.0,3,230
2779,Yelahanka New Town,350.0,1,13.5,1,227
2780,Varthur,1665.0,3,53.0,3,217
2781,Sarjapur  Road,835.0,1,46.95,1,194
2782,Haralur Road,1444.0,2,80.0,3,90
2783,Kanakapura,1277.0,2,55.0,2,126
2784,Lingadheeranahalli,1521.0,3,94.71,3,154
2785,others,1134.0,2,40.0,2,230
2786,others,995.0,2,34.82,2,230
2787,Marathahalli,1325.0,1,92.0,2,161
2788,Marathahalli,1525.0,3,90.0,3,161
2789,others,1320.0,2,73.0,3,230
2790,Electronics City Phase 1,650.0,1,23.0,1,76
2791,Electronic City,1150.0,2,38.0,2,74
2792,Electronic City Phase II,769.0,2,40.0,2,75
2793,Electronic City,1571.0,3,105.0,3,74
2794,Hennur Road,1445.0,3,86.56,3,96
2795,Bommasandra,902.0,2,49.0,2,48
2796,Sarjapur,2238.0,3,140.0,3,193
2797,Electronic City,1090.0,2,31.49,2,74
2798,Yelahanka,1712.0,3,82.0,3,226
2799,Haralur Road,1088.0,2,68.0,2,90
2800,Somasundara Palya,1575.0,3,63.1,3,202
2801,Kundalahalli,1920.0,3,150.0,3,150
2802,Margondanahalli,1000.0,2,57.0,2,162
2803,others,1100.0,2,56.1,2,230
2804,Electronic City,1089.0,2,45.0,2,74
2805,Horamavu Agara,1106.0,2,43.09,2,98
2806,Kengeri,927.0,2,37.0,2,135
2807,Kanakpura Road,1339.0,2,58.0,2,127
2808,Thanisandra,923.0,1,45.69,1,209
2809,Lakshminarayana Pura,1175.0,2,75.0,2,153
2810,Thubarahalli,975.0,2,55.0,2,211
2811,Hebbal,2400.0,4,180.0,3,92
2812,Subramanyapura,1330.0,3,72.0,3,205
2813,Thanisandra,1183.0,2,59.74,2,209
2814,Harlur,1758.0,3,133.0,3,91
2815,Pai Layout,1100.0,2,50.0,2,179
2816,Ramamurthy Nagar,1170.0,2,46.8,2,188
2817,others,2400.0,5,120.0,5,230
2818,Raja Rajeshwari Nagar,1530.0,3,51.77,3,184
2819,Hebbal,1420.0,2,107.0,2,92
2820,Kanakpura Road,1591.0,3,115.0,3,127
2821,others,675.0,3,52.0,2,230
2822,Hoodi,1055.0,2,57.63,2,97
2823,Iblur Village,1918.0,3,129.0,3,107
2824,Sarjapur  Road,1280.0,2,76.0,2,194
2825,Nagarbhavi,1560.0,3,66.0,3,169
2826,Sarjapur  Road,1145.0,2,49.5,2,194
2827,others,1801.0,3,139.0,3,230
2828,Hebbal,1320.0,2,92.0,2,92
2829,others,1350.0,2,65.0,3,230
2830,Kalyan nagar,3800.0,5,300.0,4,122
2831,Bannerghatta Road,1344.0,2,42.0,3,34
2832,Bannerghatta Road,1893.0,3,100.0,3,34
2833,Chandapura,1107.0,2,43.0,3,55
2834,Lakshminarayana Pura,1190.0,2,75.0,2,153
2835,Whitefield,1000.0,2,35.0,2,224
2836,others,2400.0,2,160.0,2,230
2837,Kumaraswami Layout,1000.0,2,48.5,2,149
2838,Jalahalli,2113.0,3,155.0,3,111
2839,KR Puram,1100.0,2,46.0,2,115
2840,Harlur,1884.0,4,120.0,4,91
2841,Electronic City,1110.0,2,40.0,2,74
2842,others,1250.0,3,40.0,3,230
2843,Sarjapur  Road,1470.0,3,62.0,3,194
2844,others,1150.0,2,75.0,2,230
2845,Kudlu Gate,703.0,1,52.0,1,148
2846,others,1400.0,2,62.0,3,230
2847,Bellandur,1195.0,2,51.0,2,40
2848,others,1302.0,2,69.1,2,230
2849,Begur Road,1583.0,3,74.4,3,39
2850,others,1488.0,2,60.0,3,230
2851,Whitefield,3262.0,4,260.0,4,224
2852,Electronic City,1600.0,3,104.0,3,74
2853,Old Airport Road,1150.0,2,90.0,2,176
2854,Sarjapur  Road,1263.0,2,78.0,2,194
2855,Kanakpura Road,1299.0,2,85.0,2,127
2856,Banashankari,1330.0,2,78.0,2,26
2857,Devanahalli,1282.0,2,52.43,3,65
2858,others,1853.0,3,82.0,3,230
2859,others,861.0,2,35.0,2,230
2860,Bannerghatta Road,1600.0,3,95.0,3,34
2861,others,1256.0,2,62.8,2,230
2862,others,1390.0,2,80.0,3,230
2863,others,1550.0,2,90.0,3,230
2864,Hebbal,919.0,2,49.0,2,92
2865,Margondanahalli,1625.0,3,80.0,3,162
2866,Gunjur,1195.0,2,44.0,2,85
2867,Yelenahalli,1159.0,2,60.0,2,228
2868,Whitefield,1386.0,3,57.46,3,224
2869,Harlur,1197.0,2,79.0,2,91
2870,Jigani,5950.0,2,226.0,4,113
2871,Bommasandra,1295.0,2,50.28,3,48
2872,others,1310.0,2,37.83,3,230
2873,Whitefield,1132.0,2,79.28,2,224
2874,Hebbal,1645.0,3,135.0,3,92
2875,Whitefield,1200.0,2,45.84,2,224
2876,Marathahalli,1937.0,3,140.0,3,161
2877,Doddathoguru,1015.0,2,33.5,2,70
2878,others,1080.0,2,39.0,2,230
2879,Kathriguppe,1350.0,2,80.99,3,132
2880,Kothanur,1185.0,2,59.0,2,146
2881,Domlur,1720.0,3,135.0,3,71
2882,Tindlu,1500.0,3,87.0,3,213
2883,Yelahanka,1566.0,3,97.0,3,226
2884,others,1500.0,4,110.0,4,230
2885,KR Puram,1290.0,2,49.02,2,115
2886,others,1531.0,3,72.0,3,230
2887,Whitefield,1140.0,2,39.0,2,224
2888,Tumkur Road,1948.5,3,57.76,3,214
2889,Banashankari Stage III,2000.0,4,100.0,4,28
2890,Kaval Byrasandra,1100.0,2,46.0,2,133
2891,others,1200.0,2,55.0,2,230
2892,Bannerghatta,1618.0,3,68.0,3,33
2893,Whitefield,2830.0,5,160.0,4,224
2894,Uttarahalli,1315.0,2,74.0,3,216
2895,Anandapura,1141.0,2,42.75,2,15
2896,AECS Layout,1080.0,2,55.0,2,9
2897,HBR Layout,1200.0,2,60.0,2,87
2898,Varthur,1111.0,2,41.88,2,217
2899,NGR Layout,1022.0,2,45.9,2,167
2900,Bannerghatta Road,1275.0,2,65.0,2,34
2901,others,900.0,2,70.0,2,230
2902,Rachenahalli,1224.0,2,39.2,2,183
2903,Battarahalli,1135.0,2,43.0,2,37
2904,Rachenahalli,1050.0,2,52.1,2,183
2905,Bellandur,1050.0,2,72.0,2,40
2906,Hosa Road,1513.0,3,103.0,3,101
2907,Gottigere,1621.0,3,72.0,3,82
2908,Bannerghatta Road,892.0,2,39.0,2,34
2909,Whitefield,1205.0,2,40.0,2,224
2910,Kengeri,726.0,2,35.0,2,135
2911,Horamavu Agara,1079.0,2,41.0,2,98
2912,Begur Road,1170.0,2,46.0,2,39
2913,Doddathoguru,1104.0,2,39.0,2,70
2914,Kanakpura Road,950.0,2,45.0,2,127
2915,Hormavu,4818.0,4,390.0,4,100
2916,others,1650.0,2,52.0,3,230
2917,Kogilu,1559.0,3,127.0,3,142
